season,sport_id,team_id,player_id,player_jersey_number,player_full_name,player_positions,pitching_GP,pitching_GS,pitching_IP,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK
2025,MBA,596417,8874704,5.0,Brigs Richartz,LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8875015,7.0,Matthew Maulik,2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8875015,7.0,Matthew Maulik,3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8875015,7.0,Matthew Maulik,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8875015,7.0,Matthew Maulik,RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8875459,16.0,Joe Roder,1B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8875459,16.0,Joe Roder,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8878782,45.0,Evan Jackson,P,2,0,2.666,3,2,2,1,3,12,1,0,0,1,1,0,0,0,0,0,0,1,0,0
2025,MBA,596417,8880435,27.0,Ben Trucke,1B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8880619,22.0,Evan Esch,P,1,1,3.332,7,4,4,4,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2025,MBA,596417,8881121,6.0,Owen Bond,PH/RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8882340,41.0,Tucker Huhn,P,4,0,3.334,7,7,7,1,4,19,1,0,0,1,0,0,0,6,1,0,0,2,0,0
2025,MBA,596417,8883544,17.0,Joe Vos,CF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8884902,24.0,Max Skilbeck,P,2,0,4.332,4,3,3,1,6,18,0,1,0,0,0,0,0,3,1,0,0,3,0,0
2025,MBA,596417,8889482,34.0,Zak Endres,P,4,0,9.667,9,2,2,2,11,39,1,0,0,1,1,1,0,6,3,0,1,3,0,0
2025,MBA,596417,8889724,4.0,Ben Vujovich,CF/RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8889724,4.0,Ben Vujovich,LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8889724,4.0,Ben Vujovich,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8889724,4.0,Ben Vujovich,PR,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8889724,4.0,Ben Vujovich,RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8890124,14.0,Marcus Kruzan,P,2,2,8.0,11,7,7,7,5,41,5,0,0,3,1,0,0,0,0,0,0,2,0,0
2025,MBA,596417,8891804,8.0,Walker Retz,P,2,2,10.332,10,8,6,1,11,44,4,0,0,0,0,2,0,0,0,0,0,3,0,0
2025,MBA,596417,8893470,33.0,Carl Cano,P,3,0,3.667,3,1,0,3,7,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2025,MBA,596417,8893879,15.0,Bryce Leedle,P,2,2,6.668,7,6,6,3,7,31,2,1,0,0,0,2,0,0,0,1,1,1,0,0
2025,MBA,596417,8895111,38.0,Jacob Mrosko,P,1,1,1.667,4,4,3,1,3,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8895318,2.0,Tanner Recchio,2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8895318,2.0,Tanner Recchio,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8897910,25.0,Colin Lewandowski,3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8901552,3.0,Zan Von Schlegell,3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8901552,3.0,Zan Von Schlegell,3B/SS,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8901552,3.0,Zan Von Schlegell,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8901552,3.0,Zan Von Schlegell,SS/3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8902427,9.0,Adam Puder,PR/SS,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,8902427,9.0,Adam Puder,SS,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,9218904,28.0,Easton Fritcher,P,1,0,0.667,1,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2025,MBA,596417,9218904,28.0,Easton Fritcher,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,9218904,28.0,Easton Fritcher,PR/DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,9218904,28.0,Easton Fritcher,RF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,9297785,19.0,Max Moris,C,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,9297822,11.0,Alex Hendrickson,PH/2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,9297822,11.0,Alex Hendrickson,PR,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,9297822,11.0,Alex Hendrickson,PR/3B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,9297825,12.0,Easton Bobb,P,3,0,5.0,9,8,5,3,3,28,2,0,1,1,2,1,0,3,3,0,1,0,0,0
2025,MBA,596417,9297831,21.0,Lucas McNellis,PH/C,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,9297834,30.0,Chris Petersen,P,1,0,1.0,2,2,2,1,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2025,MBA,596417,9297836,35.0,Riane Ritter,P,2,0,5.664,9,6,6,5,7,34,3,0,0,0,1,2,0,2,1,0,0,5,0,0
2025,MBA,596417,9297845,23.0,Max Nyrop,1B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,9297845,23.0,Max Nyrop,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596417,9297846,37.0,Kody Dalen,P,1,0,1.0,3,2,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025,MBA,596418,8875364,11.0,Ethan He,2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596418,8875364,11.0,Ethan He,DH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596418,8875364,11.0,Ethan He,PH,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596418,8875364,11.0,Ethan He,PH/2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596418,8875846,14.0,Kyle McDaniel,2B,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596418,8877165,10.0,Petey Soto Jr.,SS,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596418,8877519,26.0,Aaron Morris,P,6,0,7.333,8,7,7,4,7,36,1,0,0,0,0,2,0,7,2,0,0,4,0,0
2025,MBA,596418,8880716,19.0,Jacob Taggart,P,4,0,4.667,7,5,4,3,5,24,1,1,0,0,1,1,0,8,2,0,0,2,0,0
2025,MBA,596418,8880882,13.0,Levi Randall,LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596418,8880882,13.0,Levi Randall,PR/LF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,MBA,596418,8882905,32.0,Easton Brooks,P,4,0,3.333,4,1,1,2,4,17,0,1,0,0,0,1,0,2,1,0,0,1,0,0
2025,MBA,596418,8883221,35.0,Dakoda West,P,3,3,15.0,14,7,6,3,11,63,3,1,0,1,2,1,1,0,0,1,0,3,0,0
2025,MBA,596418,8885533,30.0,Ethan Royal,CF,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
