season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,batting_GP,batting_GS,batting_AVG,batting_OBP,batting_SLG,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,OPP DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_GDP,RBI2out
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8259463,11,Blaine Palmer,,,So,P,5-11,R/R,15080,19,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8261791,6,Benjamin Greer,,,Sr,INF,6-0,B/R,15080,44,39,0.338,0.436,0.477,38.0,151.0,51.0,15.0,,72,2.0,25.0,27.0,1.0,2.0,,43.0,3.0,3.0,1.0,16.0,1.0,2.0,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8263181,55,Luke Krkovski,,,Jr,P,6-5,L/L,15080,4,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8264144,19,Aaron Staehely,,,Sr,OF,6-0,L/R,15080,45,33,0.27,0.341,0.393,20.0,122.0,33.0,5.0,2.0,48,2.0,13.0,13.0,1.0,2.0,4.0,33.0,2.0,3.0,1.0,9.0,,2.0,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8264361,24,Holden Rook,,,So,OF,5-10,R/R,15080,39,25,0.214,0.343,0.274,19.0,84.0,18.0,5.0,,23,,9.0,17.0,1.0,3.0,2.0,17.0,1.0,,,7.0,1.0,1.0,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8268041,32,Jack Nielsen,,,Jr,INF,6-3,R/R,15080,26,4,0.208,0.345,0.208,3.0,24.0,5.0,,,5,,5.0,5.0,,,2.0,5.0,1.0,,,,1.0,1.0,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8278575,99,Maddox Miesse,,,So,C,6-0,R/R,15080,58,56,0.269,0.399,0.344,41.0,186.0,50.0,8.0,,64,2.0,35.0,27.0,16.0,4.0,6.0,55.0,4.0,,1.0,1.0,,4.0,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8279150,30,Rolando De La Cruz,,,Sr,P,6-0,R/R,15080,17,7,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8281122,34,Eric Martin,,,Sr,OF,6-4,L/R,15080,11,4,0.158,0.304,0.368,1.0,19.0,3.0,1.0,,7,1.0,2.0,3.0,1.0,,,9.0,,,,,,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8281218,12,Miller Ladusau,,,Sr,OF,6-3,L/R,15080,57,57,0.351,0.462,0.573,58.0,211.0,74.0,23.0,,121,8.0,47.0,34.0,15.0,6.0,,57.0,,1.0,,11.0,1.0,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8282371,23,Bobby Serfass,,,Sr,INF,6-2,R/R,15080,6,3,0.125,0.263,0.125,2.0,16.0,2.0,,,2,,1.0,3.0,,,,7.0,,,,,,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8282558,16,Parker Matthews,,,Fr,P,6-5,B/R,15080,11,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8282589,29,Nick Meyer,,,Sr,P,6-7,L/L,15080,3,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8283241,7,Garrett Williams,,,Sr,INF,5-10,R/R,15080,55,55,0.292,0.388,0.381,35.0,202.0,59.0,12.0,,77,2.0,28.0,27.0,8.0,5.0,1.0,24.0,8.0,,2.0,6.0,,5.0,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8284460,14,Austin Glaze,,,Sr,P,6-1,R/R,15080,15,15,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8381492,15,Dash Albus,,,Jr,P,5-11,L/L,15080,20,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8381495,37,Chandler Benson,,,Jr,P,5-11,L/L,15080,15,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8381500,28,Reese Borho,,,Fr,OF,6-0,L/L,15080,43,38,0.232,0.355,0.336,21.0,125.0,29.0,3.0,2.0,42,2.0,22.0,15.0,10.0,2.0,3.0,42.0,1.0,5.0,1.0,4.0,,1.0,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8381507,17,Iain Campa,,,Jr,P,6-3,R/R,15080,15,15,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8381516,42,Joseph Carbone,,,Jr,P,6-0,L/L,15080,2,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8381521,1,Gino D'Alessio,,,Sr,INF,6-4,R/R,15080,58,58,0.372,0.451,0.546,42.0,218.0,81.0,11.0,,119,9.0,63.0,31.0,8.0,9.0,1.0,31.0,8.0,,,5.0,2.0,5.0,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8381528,43,Nolan Foster,,,Fr,P,6-2,R/R,15080,5,0,,,,,,,,,0,,,,,,,,,,,,,,
2024,2023-24,MBA,2,Abilene Christian,1,I,WAC,8381531,44,Chandler Freeman,,,Sr,P,5-11,R/R,15080,18,0,,,,,,,,,0,,,,,,,,,,,,,,
