season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2022,2021-22,MBA,77,BYU,1,I,WCC,7333318,16,Jacob Rogers,,,Jr,INF,-,,14942,28,13,69,8,79,2,0.975,,,,,6,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7333804,26,Carter Smith,,,So,P,-,,14942,19,0,1,1,2,,1.000,,,5,1,,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7334031,4,Andrew Pintar,,,So,INF,-,,14942,17,17,24,41,67,2,0.970,,,,,11,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7334669,13,Cy Nielson,,,So,P,-,,14942,28,0,1,4,6,1,0.833,,,,,1,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7336112,2,Brock Watkins,,,So,INF,6-0,R/R,14942,54,54,90,160,262,12,0.954,,,,,43,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7337627,31,Reid McLaughlin,,,Jr,P,-,,14942,25,0,3,3,7,1,0.857,,,4,,,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7341859,37,Cooper McKeehan,,,So,P,-,,14942,23,0,3,5,9,1,0.889,,,2,,,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7341956,17,Joshua Cowden,,,Jr,C,-,,14942,44,25,40,3,45,2,0.956,,,,,,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7342771,21,Jack Sterner,,,So,P,-,,14942,14,14,,17,17,,1.000,,,3,4,1,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7348338,38,JD Gardner,,,Fr,C,-,,14942,1,0,,,0,,,,1,,,,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7348347,35,Jacob Wilk,,,Jr,INF,-,,14942,41,33,247,11,259,1,0.996,,,,,35,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7349536,23,Peyton Cole,,,So,P,-,,14942,17,1,2,5,8,1,0.875,,,2,1,1,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7350494,8,Bryan Call,,,Jr,INF,-,,14942,13,4,1,,1,,1.000,,,,,,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7350819,40,Ayden Callahan,,,Sr,P,-,,14942,16,4,2,5,7,,1.000,,,,,,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7352430,25,Austin Deming,,,Jr,INF,-,,14942,54,52,92,78,183,13,0.929,,,,,9,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7352896,22,Cole Gambill,,,Jr,OF,-,,14942,33,32,36,5,43,2,0.953,,,,,2,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7354192,3,Boston Mabeus,,,So,P,6-2,R/L,14942,12,0,1,1,2,,1.000,,,2,,,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7356612,27,Ryan Sepede,,,Jr,OF,-,,14942,53,51,73,7,83,3,0.964,,,,,2,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7357737,19,Bryce Robison,,,So,P,6-1,R/R,14942,19,9,3,13,17,1,0.941,,,3,2,1,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7548423,12,Ryan Brady,,,So,P,-,,14942,14,11,10,7,18,1,0.944,,,3,,1,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7548452,41,Nate Dahle,,,So,P,-,,14942,25,4,3,3,7,1,0.857,,,10,1,,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7548457,36,Carter Foss,,,Fr,P,6-3,R/R,14942,8,0,,2,2,,1.000,,,,,,,
2022,2021-22,MBA,77,BYU,1,I,WCC,7548477,43,Dawsen Hall,,,So,OF,-,,14942,29,14,17,2,21,2,0.905,,,,,,,
