season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7331492,20,Spiro Stameson,,,Sr,dh,-,,14942,32,29,20,,22,2,0.909,,,,,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7335398,14,Darren Rhodes,,,Jr,INF,-,,14942,18,8,32,26,61,3,0.951,,,,,6,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7340586,2,Jack Warren,,,Jr,OF,6-1,L/L,14942,38,36,71,3,78,4,0.949,,,3,,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7341102,9,Arya Mevada,,,Jr,P,5-8,L/L,14942,10,1,,,0,,,,,,,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7341319,31,Will Dembski,,,Jr,3B,6-1,R/R,14942,38,38,82,12,103,9,0.913,,,,,1,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7342626,12,Danny Collinson,,,Jr,1B,6-2,R/R,14942,9,2,,,0,,,,,2,,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7348898,25,Pierce Governale,,,Sr,P,-,,14942,16,1,2,1,5,2,0.600,,,4,3,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7349728,29,Steven Yee,,,Jr,P,5-9,R/R,14942,14,3,1,5,7,1,0.857,,,8,1,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7350806,5,Ryan Ruscansky,,,Sr,P,-,,14942,27,23,14,24,44,6,0.864,,,18,9,4,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7352707,8,Dawson Beutler,,,Sr,C,-,,14942,35,34,90,31,132,11,0.917,1,1,39,13,5,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7356879,13,Matthew Szedlock,,,Sr,P,-,,14942,11,1,,1,1,,1.000,,,3,,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7569659,7,William Cook,,,Sr,OF,-,,14942,22,17,69,9,81,3,0.963,,10,28,3,1,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7569698,11,Jack Fishel,,,Fr,UT,6-1,R/R,14942,35,34,49,97,166,20,0.880,,,,1,9,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7569699,10,Leo Jenkins,,,So,SS,5-10,R/R,14942,38,36,31,72,118,15,0.873,,,2,,6,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7569708,24,Garrett Knuf,,,Fr,UT,5-10,R/R,14942,31,29,63,59,135,13,0.904,,,,,7,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7569720,28,Cameron McNamee,,,Fr,UT,6-3,R/R,14942,33,30,229,17,253,7,0.972,,,8,,12,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7569721,27,Kyle Reese,,,Fr,lf,6-3,R/R,14942,18,6,4,1,5,,1.000,,,4,,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7569727,17,Stephen D'Aquila,,,So,C,-,,14942,8,1,9,1,10,,1.000,,1,2,1,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7569729,22,Thorsen Kristufek,,,Fr,1B,6-5,R/R,14942,27,19,23,1,25,1,0.960,,,,,1,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7569743,18,Inigo Jensen,,,Fr,P,-,,14942,6,0,,1,1,,1.000,,,1,,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7569744,68,Edward Speer,,,Fr,C,5-9,R/R,14942,21,11,45,13,60,2,0.967,,4,18,2,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7569749,21,Matthew Cox,,,So,P,5-9,R/R,14942,15,2,1,5,7,1,0.857,,,13,5,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7569750,16,Ryan Wong,,,Fr,P,6-1,R/R,14942,8,2,,1,1,,1.000,,,5,,1,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7574873,1,Patrick Donohoe,,,So,lf,5-10,R/R,14942,1,0,,,0,,,,,,,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7575552,1,Patrick Donahoe,,,N/A,lf,5-10,R/R,14942,10,1,2,,5,3,0.400,,,,,,,
2022,2021-22,MBA,89,Caltech,3,III,SCIAC,7596772,68,Gautam Chawla,,,N/A,c,5-11,R/R,14942,9,5,30,2,32,,1.000,,3,10,,,,
