season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7331911,39,Ryan Taurek,,,Jr,P,-,,14942,14,8,3,2,5,,1.000,,,3,5,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7333392,27,Sam Bower,,,So,P,-,,14942,3,3,1,1,3,1,0.667,,,1,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7333613,22,Ryan Daugherty,,,Sr,P,6-2,L/L,14942,16,2,,1,1,,1.000,,,1,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7335153,21,Coleman Schmidt,,,So,INF,6-2,,14942,40,18,35,3,41,3,0.927,,,,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7335700,9,Jonathan Stone,,,So,C,-,,14942,4,0,1,,1,,1.000,,,,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7335855,45,Ryan Sanders,,,So,P,5-11,,14942,13,1,1,1,3,1,0.667,,,3,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7337206,20,Nathan Chong,,,So,C,6-1,,14942,44,33,86,4,91,1,0.989,,,,,4,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7340742,2,Blake Mann,,,Jr,OF,-,,14942,41,32,58,1,60,1,0.983,,,,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7341662,13,Christopher Campos,,,So,SS,-,,14942,37,35,34,79,121,8,0.934,,,3,,15,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7342322,12,Javy Espinoza,,,So,INF,5-8,L/R,14942,45,18,28,46,76,2,0.974,,,,,7,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7342325,16,Gavin Napier,,,So,INF,5-10,,14942,45,45,75,27,105,3,0.971,,,,,1,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7342915,3,Kyle Velazquez,,,Jr,INF,-,,14942,41,41,60,83,149,6,0.960,,,,,12,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7344088,15,Marc Goulart,,,Jr,C,-,,14942,43,25,226,21,252,5,0.980,,3,32,9,1,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7344687,38,Octavio Corona,,,Jr,P,-,,14942,6,0,1,1,2,,1.000,,,2,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7345645,7,Hayden Driggs,,,So,C,5-11,,14942,33,10,110,11,124,3,0.976,,4,4,4,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7345995,33,Chris Santiago,,,So,INF,-,,14942,51,48,139,35,178,4,0.978,,,,1,10,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7346476,1,Ryan Ellis,,,So,INF,-,,14942,5,1,,,0,,,,,,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7349940,17,Preston Howey,,,So,P,5-10,,14942,13,0,1,2,4,1,0.750,,,5,1,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7356338,35,Jack Snook,,,So,P,-,,14942,28,1,1,5,7,1,0.857,,,6,1,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7356516,5,Nick Mistone,,,So,INF,-,,14942,49,35,32,46,80,2,0.975,,,,,5,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577103,11,Owen Cuffe,,,So,P,6-2,,14942,7,4,1,1,3,1,0.667,,,2,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577104,18,Connor Linchey,,,Jr,P,6-2,,14942,12,2,,4,4,,1.000,,,8,1,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577105,19,Hunter Hirayama,,,Fr,SS,5-9,,14942,24,3,10,14,28,4,0.857,,,,,1,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577109,23,Christian Almanza,,,Jr,INF,6-4,,14942,34,33,165,12,182,5,0.973,,,,,20,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577111,24,Seth Nager,,,So,OF,-,,14942,45,40,106,,106,,1.000,,,,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577115,26,Riley Lamb,,,Sr,C,-,,14942,16,4,2,,2,,1.000,,1,1,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577121,4,Nathan Schneider,,,Sr,P,6-2,R/R,14942,19,2,3,5,9,1,0.889,,,1,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577122,8,Connor Roberts,,,Sr,P,-,,14942,14,14,2,6,11,3,0.727,,,8,,1,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577123,44,Chase Dabbs,,,Fr,P,-,,14942,4,0,,2,2,,1.000,,,,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577141,28,Blake McDonald,,,Jr,,6-0,R/R,14942,50,33,151,5,159,3,0.981,1,4,18,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577145,32,Casey Candiotti,,,Sr,P,-,,14942,5,0,,,0,,,,,1,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577147,37,Jackson Hulett,,,Sr,P,-,,14942,24,6,3,4,8,1,0.875,,,2,1,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577148,6,Rees Kent,,,Fr,UT,6-2,,14942,1,0,,,0,,,,,,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577149,40,Cameron Gallardo,,,So,P,6-2,R/R,14942,4,0,,,0,,,,,,1,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577150,41,Trey Winget,,,So,OF,-,,14942,11,6,9,,9,,1.000,,,,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577151,42,Ryan O'Neil,,,Fr,OF,-,,14942,5,0,,,0,,,,,,,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7577152,43,Ryan Wiltse,,,So,P,6-3,,14942,18,8,4,4,8,,1.000,,,9,3,,,
2022,2021-22,MBA,610,Saint Mary's (CA),1,I,WCC,7581631,14,Dalton Mashore,,,Fr,rf,5-10,,14942,46,37,75,2,80,3,0.963,,,,,1,,
