season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7335341,12,Bradley Turner,,,So,UT,6-0,R/R,14942,16,10,13,26,39,,1.000,,,,,2,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7335683,20,Matthew Russo,,,So,P,6-1,R/R,14942,15,0,1,2,4,1,0.750,,,5,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7337616,21,Jake Barrett,,,Jr,INF,6-2,R/R,14942,24,23,13,26,44,5,0.886,,,,,3,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7337632,15,Noah Frasca,,,So,C,5-10,R/R,14942,22,21,148,15,164,1,0.994,,19,32,3,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7337926,4,Matthew McAllister,,,Sr,UT,6-0,R/R,14942,32,29,26,25,55,4,0.927,,,,,1,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7339511,0,Logan Carriero,,,Jr,P,6-2,R/R,14942,12,1,1,3,4,,1.000,,,9,1,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7339905,9,Drew Vincent,,,So,P,6-0,R/R,14942,3,0,,1,1,,1.000,,,,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7340009,7,Sean Liquori,,,Jr,UT,6-1,L/L,14942,34,33,163,7,173,3,0.983,,,1,1,10,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7341259,16,Liam Kaseta,,,Jr,UT,6-2,R/L,14942,30,28,34,2,37,1,0.973,,,,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7342796,27,Michael Sadowski,,,So,P,6-1,L/L,14942,8,8,2,10,15,3,0.800,,,5,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7343651,1,Mike Sabatine,,,Sr,OF,5-10,R/L,14942,28,20,33,1,34,,1.000,,,,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7344061,22,Thomas Skoczek,,,So,OF,6-1,R/R,14942,5,0,,,0,,,,,,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7347873,18,Kyle Rosenberger,,,So,P,5-10,L/L,14942,14,1,1,4,5,,1.000,,,2,1,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7348106,13,Kevin Walters,,,Jr,OF,5-9,R/R,14942,5,1,4,1,5,,1.000,,,,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7349099,8,Cole Rockwell,,,So,INF,5-11,R/R,14942,13,9,5,13,21,3,0.857,,,,,1,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7349596,10,Joe Ottaviano,,,Sr,P,5-9,R/R,14942,17,8,12,4,16,,1.000,,,6,,1,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7349659,5,Justin Maler,,,Jr,C,5-8,R/R,14942,10,4,22,1,24,1,0.958,,,10,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7356043,6,Dean Langman,,,Sr,P,5-9,R/R,14942,7,1,,2,2,,1.000,,,1,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576907,3,Michael Losak,,,Sr,P,5-10,L/L,14942,13,11,2,10,14,2,0.857,,,21,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576908,2,Patrick McGee,,,Sr,OF,6-0,R/R,14942,31,30,66,3,72,3,0.958,,,,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576909,17,Matthew Petrossi,,,Sr,P,5-11,R/R,14942,8,3,,2,2,,1.000,,,7,,1,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576913,25,Nate Guillen,,,Jr,UT,6-1,R/R,14942,26,23,33,63,107,11,0.897,,,1,,10,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576914,37,Franklin Padilla,,,Jr,INF,6-3,R/R,14942,13,4,11,1,14,2,0.857,,,,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576916,11,Benjamin Marsh,,,Sr,P,6-4,L/L,14942,4,0,,,0,,,,,1,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576917,19,Collin McAndrew,,,So,P,6-1,R/R,14942,2,1,,,0,,,,,2,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576918,24,Reece Joint,,,Fr,INF,5-10,L/R,14942,4,2,4,,6,2,0.667,,,,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576941,23,Tyler Widercrantz,,,Jr,OF,5-11,R/R,14942,13,6,11,,13,2,0.846,,,,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576946,26,Benjamin Curcio,,,Fr,C,6-0,R/R,14942,1,0,1,,1,,1.000,,,,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576947,28,Gregory Bandura,,,So,C,6-0,R/R,14942,14,12,90,8,101,3,0.970,,14,29,1,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576948,29,James Torres,,,Fr,UT,6-1,L/L,14942,4,0,1,,1,,1.000,,,3,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576949,30,Jack O'Connor,,,Fr,UT,5-10,R/R,14942,6,0,1,2,3,,1.000,,,1,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576950,31,William Adkins,,,Fr,C,5-7,R/R,14942,1,0,,,0,,,,,,,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576951,32,Anthony Foglia,,,Fr,INF,6-3,L/L,14942,16,9,14,,15,1,0.933,,,,,2,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576952,33,Anthony Gonzalez,,,Jr,INF,5-10,R/R,14942,31,29,97,4,106,5,0.953,,,,,5,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576953,34,Kyle Roper,,,Fr,P,6-2,R/R,14942,9,7,4,13,18,1,0.944,,,6,2,,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576954,35,Andrew Bonilla,,,Fr,INF,5-8,R/R,14942,26,24,36,56,98,6,0.939,,,,,13,,
2022,2021-22,MBA,526,SUNY Oneonta,3,III,SUNYAC,7576955,36,Joshua Martin,,,Fr,UT,6-1,R/R,14942,3,0,,1,1,,1.000,,,,,,,
