season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7332184,21,Matthew Ostroman,,,So,P,-,,14942,8,0,1,3,4,,1.000,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7332460,26,Dan Greene,,,So,P,-,,14942,10,7,2,10,14,2,0.857,,,7,2,1,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7333277,27,Ryan Lebow,,,So,OF,-,,14942,24,20,42,2,45,1,0.978,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7335746,37,Angelo Mascolo,,,So,OF,-,,14942,16,2,5,1,6,,1.000,,,,,1,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7339634,45,Miguel Castro,,,So,C,-,,14942,3,0,,,0,,,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7341779,7,Alex Couto,,,So,P,-,,14942,8,0,1,2,3,,1.000,,,1,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7342727,42,Andre Tirso,,,Jr,OF,-,,14942,6,3,2,,4,2,0.500,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7343208,40,Gianmarco Acevedo,,,So,INF,-,,14942,5,0,,,0,,,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7345343,29,Liam Winslow,,,So,UT,-,,14942,13,3,1,5,6,,1.000,,,2,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7346651,1,Aaron Alvarez,,,So,P,-,,14942,10,9,65,5,70,,1.000,,,,,8,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7346745,28,Robert Gonzalez,,,So,INF,-,,14942,32,29,30,60,99,9,0.909,,,,,6,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7347245,13,Justin Kahn,,,So,P,-,,14942,10,0,1,1,2,,1.000,,,2,1,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7351563,12,Colin Thompson,,,So,P,-,,14942,9,8,1,1,3,1,0.667,,,3,4,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7353034,20,Michael Johns,,,Jr,INF,-,,14942,1,0,,,0,,,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7353739,2,Matthew Rypkema,,,Sr,INF,-,,14942,32,31,59,96,162,7,0.957,,,,,16,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7354220,24,Tony Liggio,,,So,INF,-,,14942,13,6,,,0,,,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7355768,9,Armando Alvarez,,,Jr,INF,-,,14942,27,25,187,13,206,6,0.971,,,,,18,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7355882,14,Jamir Ramos,,,Sr,INF,-,,14942,30,29,63,55,127,9,0.929,,,,,11,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7356114,8,Ethan Calcano,,,Jr,INF,-,,14942,7,0,11,,11,,1.000,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7356718,35,Daniel Reardon,,,Sr,P,-,,14942,10,10,4,7,14,3,0.786,,,5,3,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7357587,17,Nathaniel Nunez,,,So,OF,-,,14942,16,3,5,2,7,,1.000,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7358115,34,Roger Dantoni,,,So,P,-,,14942,8,1,,4,4,,1.000,,,5,1,1,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7586537,16,Marcus James,,,So,P,-,,14942,12,5,1,5,14,8,0.429,,,11,2,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7586538,4,Anthony Ricardo,,,Jr,OF,-,,14942,22,19,23,,24,1,0.958,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7586539,23,Jon Rosado,,,N/A,c,-,,14942,25,24,151,18,172,3,0.983,,8,32,9,1,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7586540,15,Chris Suleski,,,Sr,C,-,,14942,32,31,121,11,135,3,0.978,,3,10,3,1,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7586541,11,Lisandro Ulerio,,,Sr,OF,-,,14942,25,25,58,,58,,1.000,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7586542,3,Jesse Evensen,,,N/A,3b,-,,14942,21,13,17,32,54,5,0.907,,,,,1,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7586543,32,Eric Recchia,,,Fr,INF,-,,14942,31,30,14,,14,,1.000,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7591027,44,Ricky Gonzalez,,,N/A,ph/lf,-,,14942,7,0,2,,2,,1.000,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7591028,30,Dario Morales,,,N/A,ph/1b,-,,14942,13,1,30,,30,,1.000,,,,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7591399,18,Vince Taylor,,,N/A,p,-,,14942,14,0,3,2,6,1,0.833,,,6,,,,
2022,2021-22,MBA,589,Rutgers-Newark,3,III,NJAC,7594450,25,Paul Recchia,,,Fr,P,-,,14942,1,1,,,0,,,,,,,,,
