season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2022,2021-22,MBA,12884,Centenary (NJ),3,III,Atlantic East,7331408,48,Nick Guiro,,,So,P,5-10,R/R,14942,11,11,4,8,13,1,0.923,,,5,4,,,
2022,2021-22,MBA,12884,Centenary (NJ),3,III,Atlantic East,7331559,55,James Howlett,,,So,C,6-0,L/R,14942,11,10,40,11,52,1,0.981,,1,22,5,,,
2022,2021-22,MBA,12884,Centenary (NJ),3,III,Atlantic East,7332589,47,Victor Cardona,,,So,INF,5-11,R/R,14942,6,1,1,3,4,,1.000,,,,,,,
2022,2021-22,MBA,12884,Centenary (NJ),3,III,Atlantic East,7333674,42,Zach Mankin,,,So,INF,6-0,R/R,14942,3,0,,,0,,,,,,,,,
2022,2021-22,MBA,12884,Centenary (NJ),3,III,Atlantic East,7333861,28,Liam Hixenbaugh,,,So,C,6-2,R/R,14942,3,0,5,,5,,1.000,,,,,,,
2022,2021-22,MBA,12884,Centenary (NJ),3,III,Atlantic East,7334599,24,Scott Ducey,,,Sr,P,6-3,R/R,14942,21,1,,4,4,,1.000,,,8,,,,
2022,2021-22,MBA,12884,Centenary (NJ),3,III,Atlantic East,7340773,37,Jared Miller,,,Sr,P,6-1,R/R,14942,4,4,2,2,5,1,0.800,,,6,2,,,
2022,2021-22,MBA,12884,Centenary (NJ),3,III,Atlantic East,7343331,4,Matt Perine,,,So,UT,5-9,R/R,14942,1,0,,,0,,,,,,,,,
2022,2021-22,MBA,12884,Centenary (NJ),3,III,Atlantic East,7343355,7,Anthony Vassallo,,,Sr,INF,5-9,R/R,14942,31,30,67,49,123,7,0.943,,,,,10,,
2022,2021-22,MBA,12884,Centenary (NJ),3,III,Atlantic East,7343713,11,Christopher Gass,,,Sr,INF,5-10,R/R,14942,28,27,20,38,62,4,0.935,,,,,6,,
2022,2021-22,MBA,12884,Centenary (NJ),3,III,Atlantic East,7346653,3,Matt Oehrlein,,,Sr,P,5-11,L/L,14942,18,1,,9,10,1,0.900,,,7,,,,
