season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7333690,2,Zach Doss,,,Sr,C,-,,14942,36,36,154,17,171,,1.000,,9,25,11,1,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7334269,29,Tanner Dixon,,,Jr,P,6-0,R/R,14942,14,2,1,3,4,,1.000,,,3,,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7336565,32,Cole Dunn,,,Sr,P,-,,14942,4,0,,,0,,,,,1,,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7337067,13,Gordon Swiger,,,Sr,p,6-0,R/R,14942,3,0,,,0,,,,,3,,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7337715,37,Brenden Lewis,,,Fr,p,5-8,R/L,14942,4,0,,1,1,,1.000,,,1,,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7339896,24,Brennan Holmes,,,Sr,INF,-,,14942,31,25,36,3,41,2,0.951,,,1,,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7341391,37,Cole Daugherty,,,Jr,UT,-,,14942,33,32,44,50,98,4,0.959,,,,,9,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7342876,20,Brady Weaver,,,Jr,P,-,,14942,11,4,7,1,8,,1.000,,2,1,,1,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7344369,18,Nick Trabacchi,,,Sr,P,-,,14942,13,10,5,10,15,,1.000,,,7,1,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7349853,26,Andrew Edwards,,,Sr,C,-,,14942,20,18,159,13,172,,1.000,,7,20,4,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7350145,31,Nate Hodgkinson,,,Jr,UT,-,,14942,10,0,,1,1,,1.000,,,2,,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7350544,3,Connor Dewees,,,Sr,INF,5-10,R/R,14942,15,14,4,7,12,1,0.917,,,,,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7356451,11,Tommy Gibson,,,Sr,ss,-,,14942,24,24,35,,35,,1.000,,,,,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7358233,35,Jordan Trunnel,,,Jr,P,-,,14942,1,0,,,0,,,,,,,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7577196,33,Adam Miller,,,Sr,P,-,,14942,15,0,6,3,9,,1.000,,,3,2,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7577251,10,Corey Jamison,,,So,OF,6-0,L/R,14942,17,5,1,1,3,1,0.667,,,,,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7577252,15,Daniel Keer,,,Sr,OF,-,,14942,38,38,54,,58,4,0.931,,,,,,,
2022,2021-22,MBA,10870,Shepherd,2,II,PSAC,7577253,7,Joey Schwartz,,,Sr,INF,-,,14942,40,40,94,90,191,7,0.963,,,,,15,1,
