season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7334911,8,Robbie Sarmanian,,,Sr,C,-,,14942,27,25,153,15,169,1,0.994,1,6,33,5,2,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7335344,12,Ben McKenzie,,,So,1B,-,,14942,35,34,88,,91,3,0.967,,,,,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7337583,7,Luke Chessie,,,So,1B,-,,14942,31,30,15,52,78,11,0.859,,,8,1,3,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7339177,32,Andrew Cohen,,,Sr,UT,-,,14942,6,4,3,3,7,1,0.857,,,6,,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7339276,9,Gavin Cann,,,Sr,OF,-,,14942,30,26,44,1,45,,1.000,,,,1,1,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7340978,4,Bobby Pearl,,,So,1B,-,,14942,29,27,26,1,28,1,0.964,,,,,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7342070,5,CJ Brito-Trinidad,,,So,INF,-,,14942,33,31,36,76,129,17,0.868,,,,,12,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7342677,21,Nick Merrill,,,Sr,INF,-,,14942,24,20,48,16,73,9,0.877,,,,,3,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7342754,26,Jack Mullen,,,So,p,-,,14942,10,10,3,9,14,2,0.857,,,11,2,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7346095,11,Gabe Peckler,,,So,cf,-,,14942,28,26,32,,32,,1.000,,,,,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7352530,30,Michael Weber,,,Sr,P,-,,14942,3,1,,,0,,,,,1,1,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7355408,15,Aidan Schraeder,,,Sr,P,6-0,,14942,11,3,1,5,6,,1.000,,,8,1,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7357169,3,Stephen Simoes,,,Jr,C,-,,14942,25,24,92,40,135,3,0.978,,6,13,4,5,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7591098,13,Richie McNamara,,,N/A,ss,-,,14942,24,16,29,30,66,7,0.894,,,,,4,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7591099,27,Kevin Murray,,,N/A,3b,-,,14942,34,33,192,18,214,4,0.981,,,,,13,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7591100,2,Jack Olcott,,,N/A,p,-,,14942,22,6,12,14,26,,1.000,,,2,,1,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7591127,6,Jason Bogdanos,,,N/A,p,-,,14942,8,8,5,3,8,,1.000,,,3,3,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7591128,16,Grant Collins,,,N/A,cf,-,,14942,17,2,11,1,13,1,0.923,,,,,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7593814,31,Connor Cassady,,,N/A,p,-,,14942,12,2,3,2,6,1,0.833,,,5,2,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7593815,28,Christian O'Brien,,,N/A,1b,-,,14942,16,9,38,2,40,,1.000,,,,,1,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7595033,14,Aidan Carey,,,N/A,ss,-,,14942,12,4,4,14,24,6,0.750,,,,,3,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7595034,1,Mike Moynihan,,,N/A,2b,-,,14942,9,1,1,6,8,1,0.875,,,,,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7595035,20,Jacob Warren,,,N/A,p,-,,14942,7,0,,,0,,,,,1,,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7595045,22,Zac Borden,,,N/A,rf,-,,14942,5,0,1,,1,,1.000,,,,,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7595046,19,Chris Dirks,,,N/A,2b,-,,14942,8,3,18,6,24,,1.000,,3,3,1,1,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7595047,23,Baker Olin,,,N/A,p,-,,14942,7,3,,3,5,2,0.600,,,2,1,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7595087,17,Ryan Novitski,,,N/A,p,-,,14942,1,0,,,1,1,0.000,,,2,,,,
2022,2021-22,MBA,69,Bowdoin,3,III,NESCAC,7595131,25,Hank Marriott,,,N/A,p,-,,14942,5,0,,,0,,,,,,,,,
