season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2024,2023-24,MBA,1446,Western Ore.,2,II,Great Northwest,8272472,1,Zach Valdez,,,Sr,UT,5-11,R/R,15082,50,47,95,105,209,9,0.957,,,,,31,,
2024,2023-24,MBA,1446,Western Ore.,2,II,Great Northwest,8259547,10,Randy Stultz,,,Jr,INF,5-10,R/R,15082,32,28,41,1,45,3,0.933,,,,,,,
2024,2023-24,MBA,1446,Western Ore.,2,II,Great Northwest,8272599,20,Kadyn Shelton,,,Sr,P,5-10,R/R,15082,9,0,,1,1,,1.000,,,1,1,,,1.000
2024,2023-24,MBA,1446,Western Ore.,2,II,Great Northwest,8259619,9,Owen Bischoff,,,Sr,OF,5-11,R/R,15082,50,48,109,7,119,3,0.975,,,,,1,,
2024,2023-24,MBA,1446,Western Ore.,2,II,Great Northwest,8277860,39,Ryan Shipley,,,Sr,P,6-4,R/R,15082,11,0,1,,1,,1.000,,,4,1,,,3.000
2024,2023-24,MBA,1446,Western Ore.,2,II,Great Northwest,8263545,18,Devin Fry,,,Jr,1B,6-4,R/R,15082,4,1,,,0,,,,,1,,,,1.000
2024,2023-24,MBA,1446,Western Ore.,2,II,Great Northwest,8271706,14,Dylan Mohler,,,Fr,INF,5-10,R/R,15082,9,2,1,7,8,,1.000,,,,,,,
2024,2023-24,MBA,1446,Western Ore.,2,II,Great Northwest,8267326,33,Jacob Memmott,,,Sr,P,6-5,R/R,15082,13,13,6,9,16,1,0.938,,,4,2,1,,3.500
2024,2023-24,MBA,1446,Western Ore.,2,II,Great Northwest,8271948,5,Collin Irwin,,,So,C,6-0,R/R,15082,39,36,192,13,214,9,0.958,1,4,53,4,,,19.990
2024,2023-24,MBA,1446,Western Ore.,2,II,Great Northwest,8258981,7,Spencer Six,,,Jr,C,5-10,L/R,15082,6,6,40,4,45,1,0.978,,,4,,,,3.000
