season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8259639,3,Trey Putnam,,,Sr,OF,-,,15082,41,37,82,1,85,2,0.976,,,,,,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8260234,30,Zach Weaver,,,Sr,INF,-,,15082,50,50,235,10,247,2,0.992,,,,,18,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8261947,25,Jake Wagoner,,,Sr,P,-,,15082,16,4,,9,11,2,0.818,,,7,5,,,3.750
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8263048,19,Chad Sikes,,,Sr,INF,-,,15082,49,47,132,32,168,4,0.976,,,,,5,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8263911,8,Colin McCaw,,,So,P,6-2,R/R,15082,13,1,,3,3,,1.000,,,3,3,,,3.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8264513,6,Donald Gorgei,,,So,OF,5-9,R/R,15082,16,2,4,2,6,,1.000,,,2,1,,,2.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8264533,15,Terick Bumgarner,,,So,UT,5-10,R/R,15082,3,0,,,0,,,,,,,,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8265537,46,Dearl Edens,,,So,P,6-0,R/R,15082,6,3,,2,2,,1.000,,,4,1,,,2.667
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8266655,5,Luke Hayes,,,So,INF,6-0,R/R,15082,22,20,134,15,151,2,0.987,,,,,9,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8267678,7,Ahmad Tucker,,,Sr,P,6-1,R/R,15082,4,0,,,0,,,,,1,,,,1.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8269288,23,Chris Bleeker,,,Sr,UT,6-1,R/R,15082,24,7,7,,7,,1.000,,,,,,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8269748,43,Dustin Dunlap,,,So,P,6-2,L/L,15082,8,1,,2,2,,1.000,,,1,1,,,1.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8271290,50,Brian Smart,,,Sr,P,-,,15082,20,6,1,2,3,,1.000,,,9,2,,,7.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8271527,55,Preston Holcomb,,,Jr,C,-,,15082,23,13,67,14,82,1,0.988,,9,29,8,,,10.067
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8272158,12,Nate Crissey,,,Sr,P,6-1,R/R,15082,14,2,1,,2,1,0.500,,,11,,,,5.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8276514,35,Gavin Raab,,,So,P,6-5,L/L,15082,2,0,,,0,,,,,,,,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8279013,24,Owen Bynum,,,So,P,6-0,R/R,15082,13,0,,,0,,,,,3,1,,,1.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8280148,4,Grady Bivens,,,So,P,6-2,R/R,15082,14,9,1,9,12,2,0.833,,,7,1,,,5.500
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8283150,31,Toby Troutman,,,So,C,6-2,R/R,15082,33,33,165,22,191,4,0.979,,10,63,14,,,24.133
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8285939,10,Alex Naran,,,Sr,OF,-,,15082,50,50,99,4,105,2,0.981,,,,,1,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8287444,26,Barrett Williams,,,Sr,P,-,,15082,2,1,,,2,2,0.000,,,3,2,,,0.600
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8287730,20,Nolan Jamison,,,Jr,P,-,,15082,2,0,,,1,1,0.000,,,,,,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407126,11,Brycen Jewell,,,Sr,P,5-11,R/R,15082,7,1,3,1,4,,1.000,,,7,,,,3.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407127,14,Paul Martin,,,Sr,INF,-,,15082,37,24,8,5,13,,1.000,,,,,1,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407131,27,Davis Anders,,,Fr,C,6-0,R/R,15082,18,4,52,2,54,,1.000,,2,8,1,,,2.500
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407132,28,Jordan Searcy,,,Jr,P,6-2,R/R,15082,5,1,,,0,,,,,2,,,,2.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407133,29,Quinn Rembert,,,So,OF,6-2,L/R,15082,11,0,,,0,,,,,,,,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407134,32,JD Lewis,,,So,P,6-0,R/R,15082,14,0,,4,4,,1.000,,,1,1,2,,1.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407135,33,Steven Spaes,,,Fr,UT,6-0,R/R,15082,4,1,,1,1,,1.000,,,,,,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407137,37,Landen Moore,,,Fr,P,5-6,R/R,15082,9,5,2,4,7,1,0.857,,,3,1,,,2.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407141,42,Brennan Williams,,,Fr,P,6-2,,15082,12,12,2,10,13,1,0.923,,,15,3,,,8.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407143,45,Elec Yount,,,So,INF,5-11,R/R,15082,50,47,71,134,212,7,0.967,,,,,20,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407145,48,Brady Stephens,,,Fr,P,5-11,R/R,15082,25,0,,6,7,1,0.857,,,12,2,,,6.167
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407146,49,Jaden James,,,Jr,INF,6-1,R/R,15082,48,48,31,71,111,9,0.919,,,,,5,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407147,51,Peyton Kowalski,,,Fr,P,6-4,R/R,15082,10,2,,1,1,,1.000,,,3,,,,3.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407149,57,Tai Gilbert,,,Sr,OF,-,,15082,32,26,24,,25,1,0.960,,,,,,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407150,60,Philip Devita,,,Fr,P,6-0,R/R,15082,11,1,2,1,4,1,0.750,,,3,,,,3.000
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407151,77,Carter Potts,,,Fr,INF,5-9,R/R,15082,44,42,65,90,169,14,0.917,,,,,20,,
2024,2023-24,MBA,1199,Mars Hill,2,II,SAC,8407152,99,David Ziolkowski,,,Fr,P,6-2,R/R,15082,7,0,1,2,3,,1.000,,,3,,,,2.000
