season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8261864,13,Ethan Navratil,,,Jr,INF,6-4,L/R,15082,47,39,285,11,297,1,0.997,,,,,24,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8261977,16,Brayden Jacobson,,,So,UT,5-9,R/R,15082,48,30,85,1,87,1,0.989,,,,,,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8262631,21,Luke Tupy,,,Sr,P,6-5,L/L,15082,12,11,,5,6,1,0.833,,,12,3,,,4.750
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8265038,27,Ben Clapp,,,Sr,C,5-9,R/R,15082,39,29,46,6,52,,1.000,,,,,7,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8265496,18,Mason Diaz,,,Sr,C,5-10,R/R,15082,6,0,,,0,,,,,2,,,,1.000
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8265667,24,Kevin Butler,,,Jr,C,5-11,L/R,15082,37,23,140,14,158,4,0.975,,5,29,7,,,14.250
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8269334,14,Grady Fuchs,,,Sr,P,6-0,R/R,15082,14,1,2,5,7,,1.000,,,4,2,,,4.000
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8272196,4,Drew Beier,,,Sr,INF,5-11,L/R,15082,51,47,26,33,60,1,0.983,,,1,2,9,,0.500
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8272293,1,Payton VanBeck,,,Sr,P,5-10,L/L,15082,13,11,1,21,23,1,0.957,,,7,1,,,5.000
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8275462,33,Wilson  Zuck,,,Jr,OF,5-11,R/R,15082,20,1,5,,5,,1.000,,,,,,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8276462,17,Tyler Schiller,,,Sr,OF,5-10,L/L,15082,35,20,25,1,27,1,0.963,,,,,,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8277743,6,Ero Wallin,,,So,INF,6-1,R/R,15082,5,0,4,,4,,1.000,,,,,,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8278650,11,Sawyer Smith,,,Jr,INF,6-4,L/R,15082,51,51,74,118,207,15,0.928,,,5,1,22,,2.667
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8279186,28,Jack Habeck,,,Sr,P,6-1,L/L,15082,13,10,4,10,15,1,0.933,,,10,3,,,6.000
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8284439,20,Mitchell Gumbko,,,Sr,OF,5-11,R/R,15082,48,44,97,2,100,1,0.990,,,,,,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8284492,32,Garrett Bevacqua,,,Jr,INF,6-2,L/R,15082,47,47,81,1,86,4,0.953,,,,,1,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8285799,25,Cooper Avery,,,Sr,P,6-0,R/R,15082,16,0,1,1,2,,1.000,,,2,,1,,2.000
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419035,2,Calvin James,,,Sr,INF,6-1,L/R,15082,51,51,52,90,153,11,0.928,,,,,11,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419046,3,Archer Ogbourne,,,Fr,OF,5-11,R/R,15082,29,7,12,,13,1,0.923,,,,,,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419062,7,Sam Lachot,,,Jr,P,6-2,R/R,15082,7,0,,2,2,,1.000,,,2,,,,1.000
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419065,8,Blaine Guthrie,,,Jr,C,6-1,R/R,15082,41,27,217,23,242,2,0.992,,8,24,9,1,,13.917
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419077,10,Nolan Kahle,,,Fr,P,5-11,R/R,15082,4,0,1,,1,,1.000,,,,,1,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419084,12,Hayden Konkol,,,Fr,OF,6-4,R/R,15082,24,0,1,,2,1,0.500,,,,,,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419090,15,Will Hess,,,Fr,P,6-1,R/R,15082,11,0,3,,3,,1.000,,,3,1,1,,1.667
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419102,9,Christian Lessman,,,Jr,P,6-1,R/R,15082,2,0,,1,1,,1.000,,,,,,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419147,22,Cael Kolacia,,,So,P,6-2,R/R,15082,14,8,3,2,6,1,0.833,,,1,3,1,,1.000
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419151,23,Noah Dehne,,,Jr,INF,5-10,R/R,15082,47,43,60,72,136,4,0.971,,,,,18,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419152,26,Ryan Roehl,,,Fr,P,6-0,R/R,15082,7,2,,2,2,,1.000,,,,1,,,
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8419155,31,Brody Richardson,,,Jr,P,6-1,R/R,15082,2,0,,,0,,,,,6,,,,2.000
2024,2023-24,MBA,598,St. Cloud St.,2,II,NSIC,8684270,5,Kaden Pfeffer,,,Jr,P,6-1,L/L,15082,9,5,,5,7,2,0.714,,,2,1,,,1.500
