season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8261433,9,Chaz Powell,,,Sr,P,6-2,R/R,15082,8,7,2,4,6,,1.000,,,6,2,1,,3.167
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8262807,13,Colin Hoffman,,,So,1B,6-0,R/R,15082,11,7,72,2,76,2,0.974,,,,,4,,
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8263837,12,Nick Carlucci,,,So,OF,6-1,R/R,15082,10,2,4,1,5,,1.000,,,,,,,
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8266886,42,Hunter Reynolds,,,Sr,P,6-1,R/R,15082,5,2,2,,2,,1.000,,,5,,,,4.000
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8268220,26,Kyle Roche,,,Sr,P,6-0,R/R,15082,13,13,,6,8,2,0.750,,,9,8,,,4.833
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8270749,19,Eli Battipaglia,,,Sr,OF,6-5,R/R,15082,48,48,117,4,127,6,0.953,,,,,,,
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8271247,34,Jayden LaFleur,,,So,INF,6-1,R/R,15082,1,0,,,0,,,,,,,,,
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8272371,18,Hunter Paquette,,,Jr,INF,5-10,R/R,15082,9,2,3,3,7,1,0.857,,,,,,,
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8273539,4,Stephen Bangs,,,Jr,P,5-11,R/R,15082,19,2,,12,14,2,0.857,,,8,3,,,3.467
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8273886,24,Esteban Rivera III,,,Jr,P,6-1,R/R,15082,14,7,1,6,8,1,0.875,,,7,1,,,7.000
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8275277,20,Joey Acker,,,So,OF,5-10,L/R,15082,43,42,73,1,77,3,0.961,,,,,1,,
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8275341,15,Ian Battipaglia,,,Sr,INF,6-3,R/R,15082,48,48,73,163,247,11,0.955,,,,,21,,
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8275357,14,Connor Smalley,,,Sr,INF,6-1,R/R,15082,35,30,33,30,68,5,0.926,,,,,6,,
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8276371,28,Sean Yoest,,,So,P,6-1,R/R,15082,4,0,,,0,,,,,,,,,
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8276390,6,D. DeLucia,,,So,1B,6-3,R/R,15082,9,5,1,2,4,1,0.750,,,7,,,,6.000
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8279096,5,Sean Foody,,,Sr,P,6-2,R/R,15082,12,0,1,5,6,,1.000,,,5,,,,5.000
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8279110,22,Julien Monks,,,Fr,1B,6-0,R/R,15082,28,26,18,51,77,8,0.896,,,,,6,,
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8280476,44,Kyle Salvati,,,So,P,6-5,R/R,15082,11,6,,2,3,1,0.667,,,4,2,,,2.500
2024,2023-24,MBA,241,Franklin Pierce,2,II,NE10,8281999,45,Brycen Tetler,,,Fr,C,5-11,R/R,15082,14,10,78,4,84,2,0.976,,2,9,,,,5.000
