season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8259494,4,Sal Grinstead,,,Sr,UT,-,,15082,28,22,23,28,59,8,0.864,,,,,2,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8260716,16,Pedro Figueroa,,,Sr,UT,6-3,R/R,15082,26,24,57,22,84,5,0.940,,,,,5,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8261135,9,Isaiah Malek,,,So,INF,5-10,R/R,15082,7,1,2,3,5,,1.000,,,,,1,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8261537,34,Daniel Foster,,,Jr,P,-,,15082,14,8,2,11,15,2,0.867,,,7,2,,,3.500
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8262513,32,Ryan Webster,,,Sr,P,-,,15082,16,8,2,14,17,1,0.941,,,2,3,,,2.000
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8265461,14,Richard Daronco,,,Sr,P,-,,15082,1,0,,,0,,,,,,,,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8266965,7,Liam Martin,,,Jr,P,-,,15082,1,0,,,0,,,,,,1,,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8267339,44,David Chenoweth,,,Sr,P,-,,15082,6,2,,1,2,1,0.500,,,6,,,,1.000
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8271972,2,Jake McNamara,,,So,INF,5-10,R/R,15082,26,14,37,36,77,4,0.948,,,2,,3,,1.000
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8272409,1,Nathan Espinal,,,Sr,P,-,,15082,5,0,,,0,,,,,,,,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8273712,28,Sean Williams,,,Sr,C,-,,15082,34,30,181,22,208,5,0.976,1,4,38,15,1,,14.690
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8279736,33,Matthew Faranda,,,Jr,P,-,,15082,46,44,223,14,240,3,0.988,,,1,1,13,,0.500
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8279920,29,Michael Schettino,,,So,INF,6-1,R/R,15082,12,5,1,5,6,,1.000,,,,,,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8280322,3,Eli Scadina,,,So,1B,6-4,R/R,15082,9,1,1,1,3,1,0.667,,,4,,,,1.000
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8284565,12,Justin Lovell,,,Sr,P,-,,15082,14,5,1,4,6,1,0.833,,,6,,,,4.000
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8284832,18,Ben Green,,,So,OF,5-8,L/L,15082,40,38,89,1,91,1,0.989,,,,,,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8287417,35,Andrew Sieczkowski,,,Sr,P,-,,15082,2,0,,,1,1,0.000,,,1,,,,1.000
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421210,21,Nate Housen,,,Sr,OF,-,,15082,42,41,99,3,106,4,0.962,,,,,1,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421211,11,Matty Warren,,,Sr,INF,-,,15082,43,42,125,16,144,3,0.979,,,,,2,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421223,5,Jimmie Buhl,,,So,,-,,15082,13,1,,4,5,1,0.800,,,9,2,,,5.800
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421225,6,Patrick Rakes,,,Fr,,-,,15082,36,29,27,1,28,,1.000,,,,,,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421226,13,Gavin Ingram,,,Fr,,-,,15082,14,1,1,,1,,1.000,,,1,,,,1.000
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421229,15,Brice Mortillaro,,,So,C,6-0,R/R,15082,14,10,36,3,39,,1.000,,2,11,1,,,3.750
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421233,17,Dalton Balma,,,So,,-,,15082,5,2,10,1,11,,1.000,,1,10,1,,,1.889
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421235,19,A.J. Prendergast,,,Fr,P,6-2,R/R,15082,17,2,1,4,6,1,0.833,,,8,3,,,4.500
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421237,20,Giancarlo Chantres,,,Fr,,-,,15082,17,11,77,7,87,3,0.966,,9,21,4,,,6.333
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421239,22,Stanton Leuthner,,,Jr,SS,6-0,R/R,15082,38,37,53,78,145,14,0.903,,,,,11,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421240,23,Derek Langfelder,,,Jr,,-,,15082,14,12,6,8,15,1,0.933,,,8,5,,,5.000
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421242,24,Isaac Beebe,,,Jr,,-,,15082,17,5,1,9,10,,1.000,,,10,2,,,4.833
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421245,30,Kody Kelly,,,Fr,,-,,15082,19,10,84,4,90,2,0.978,,,,,3,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421247,38,Jared Murray,,,Fr,,-,,15082,9,0,,4,4,,1.000,,,3,3,,,2.000
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421250,40,Nolan Smoot,,,So,P,6-0,L/L,15082,10,1,1,,1,,1.000,,,2,2,,,2.000
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421252,41,Trey Miranda,,,Fr,,-,,15082,36,34,67,82,156,7,0.955,,,,,14,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421256,42,Raymond Hawkins,,,Fr,,-,,15082,15,7,14,1,15,,1.000,,,,,1,,
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421257,43,Zachary Orloff,,,Fr,,-,,15082,10,0,1,1,2,,1.000,,,7,,,,2.000
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421259,48,Jack Mischke,,,Fr,,-,,15082,7,0,,1,1,,1.000,,,3,,,,1.000
2024,2023-24,MBA,30045,Palm Beach Atl.,2,II,Sunshine State,8421264,27,Gracin Cambas,,,So,,-,,15082,16,12,17,24,46,5,0.891,,,,,1,,
