season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8590928,35,Ryan Zimmer,,,Jr,P,6-5,R/R,15082,13,0,,1,2,1,0.500,,,6,,,,3.000
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8590924,33,Peyton Olejnik,,,So,P,6-11,L/R,15082,19,4,2,3,7,2,0.714,,,7,2,1,,6.000
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8590933,37,Nolan Hollis,,,Fr,P,6-6,R/R,15082,19,0,1,1,3,1,0.667,,,7,2,,,5.000
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8271228,5,Martin Sosna,,,Sr,P,5-10,R/R,15082,1,0,,,0,,,,,,,,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8263280,19,Nick DeMonica,,,Jr,P,6-0,L/L,15082,22,6,2,5,7,,1.000,,,3,,,,2.000
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8264382,27,Luke Ross,,,So,P,6-2,L/L,15082,18,6,1,4,6,1,0.833,,,9,1,,,5.000
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8276526,13,Nick Vardavas,,,So,P,5-11,L/L,15082,16,13,2,6,8,,1.000,,,8,3,,,3.750
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8270588,22,Connor Preisel,,,So,P,6-2,R/L,15082,21,0,1,,2,1,0.500,,,6,,,,3.000
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8277164,29,David Novak,,,Jr,C,6-2,R/R,15082,54,53,396,31,431,4,0.991,,17,74,10,1,,29.750
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8269605,11,Zach MacDonald,,,Jr,OF,6-1,R/R,15082,54,54,151,4,156,1,0.994,,,,,1,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8274518,3,Zach Maxey,,,Sr,P,6-3,R/R,15082,3,0,,,0,,,,,1,,,,1.000
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8265341,15,Ryland Zaborowski,,,Jr,INF,6-5,R/R,15082,51,50,101,60,171,10,0.942,,,,,11,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8271052,26,Tyler Ronevich,,,Sr,P,6-5,R/R,15082,7,0,1,1,2,,1.000,,,4,,,,2.000
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8271108,21,Tyler Galyean,,,So,P,6-4,L/L,15082,3,0,,1,1,,1.000,,,,,,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8283166,9,Blake Buzzeo,,,Jr,INF,5-11,R/R,15082,31,24,46,61,109,2,0.982,,,,,15,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8280696,7,Carson Byers,,,So,P,5-9,L/L,15082,23,0,3,9,13,1,0.923,,,6,1,,,4.000
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8278338,14,Patrick Mastrian IV,,,Jr,P,6-0,R/R,15082,18,13,3,5,10,2,0.800,,,11,,,,6.000
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8280869,1,Dom Magliocca,,,Jr,OF,5-10,R/R,15082,17,1,11,,11,,1.000,,,,,,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8287970,16,Evan Appelwick,,,So,INF,6-0,R/R,15082,43,36,266,11,279,2,0.993,,,,,25,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8281458,6,Dillon Baker,,,Jr,INF,6-0,R/R,15082,54,54,91,137,233,5,0.979,,,,,29,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8590895,10,Tré Keels,,,Fr,OF,6-0,R/R,15082,37,20,34,1,35,,1.000,,,,,1,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8590911,23,Garrison Barile,,,Fr,OF,6-2,R/R,15082,20,9,27,1,28,,1.000,,,,,,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8590913,24,Ty Batusich,,,So,C,6-0,L/R,15082,54,54,12,,12,,1.000,,2,3,,,,1.000
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8590923,30,Lukas Galdoni,,,Sr,UT,6-4,L/R,15082,18,6,,9,10,1,0.900,,,6,1,,,4.000
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8590919,32,Landen Looper,,,So,P,6-4,R/R,15082,8,5,1,1,3,1,0.667,,,3,,,,3.000
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8590927,34,Ahmad Harajli,,,Jr,P,6-4,R/R,15082,2,1,,,0,,,,,,,,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8590893,4,Tyler Gordon,,,So,INF,6-1,L/R,15082,54,53,63,117,189,9,0.952,,,,,25,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8590892,2,Anthony Zarlingo,,,Jr,OF,6-0,B/R,15082,24,20,33,3,36,,1.000,,,,,,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8590894,8,Justin Gorski,,,Fr,INF,5-8,L/R,15082,27,6,13,6,20,1,0.950,,,,,1,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8590921,31,Ryan Novak,,,Fr,INF,6-3,L/L,15082,52,52,154,6,164,4,0.976,,,,,14,,
2024,2023-24,MBA,414,Miami (OH),1,I,MAC,8679815,28,Casey Briggs,,,Fr,C,-,,15082,2,0,4,,4,,1.000,,,,,,,
