season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2024,2023-24,MBA,164,UConn,1,I,Big East,8420013,42,Stephen Quigley,,,Sr,P,6-0,B/R,15082,19,17,7,12,19,,1.000,,,7,2,1,,5.500
2024,2023-24,MBA,164,UConn,1,I,Big East,8420014,26,T.C. Simmons,,,Sr,OF,6-0,,15082,26,16,30,,30,,1.000,,,,,,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8420010,20,Luke Broadhurst,,,Sr,3B,6-2,R/R,15082,55,55,72,60,137,5,0.964,,,,,10,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8420019,38,Garrett Coe,,,Sr,P,6-6,,15082,21,17,1,18,22,3,0.864,,,12,4,,,8.000
2024,2023-24,MBA,164,UConn,1,I,Big East,8420027,50,Kieran Finnegan,,,Sr,P,6-4,L/L,15082,11,0,,2,2,,1.000,,,4,1,,,1.000
2024,2023-24,MBA,164,UConn,1,I,Big East,8420033,21,Gabe Van Emon,,,Sr,P,6-2,,15082,17,10,1,6,8,1,0.875,,,1,1,,,1.000
2024,2023-24,MBA,164,UConn,1,I,Big East,8420018,23,Paul Tammaro,,,Sr,INF,6-0,R/R,15082,61,61,78,120,203,5,0.975,,,,,27,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8420024,49,Cameron Mayer,,,Sr,P,6-4,,15082,7,0,,,0,,,,,1,1,,,1.000
2024,2023-24,MBA,164,UConn,1,I,Big East,8420034,9,Caleb Shpur,,,Sr,OF,5-10,,15082,56,49,131,1,133,1,0.992,,,,,,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8420011,2,Ryan Hyde,,,Sr,C,6-1,,15082,19,9,86,5,91,,1.000,,,10,2,,,6.000
2024,2023-24,MBA,164,UConn,1,I,Big East,8420029,53,Joe Cinnella,,,Sr,P,6-1,L/L,15082,23,3,,8,8,,1.000,,,5,1,,,4.500
2024,2023-24,MBA,164,UConn,1,I,Big East,8420015,11,Jacob Studley,,,Sr,OF,5-11,R/R,15082,58,57,112,2,116,2,0.983,,,,,,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8274786,5,Matt Garbowski,,,Jr,C,6-0,,15082,48,47,367,25,396,4,0.990,,2,43,9,,,17.917
2024,2023-24,MBA,164,UConn,1,I,Big East,8263204,7,Ryan Daniels,,,So,ph,6-0,,15082,20,18,23,28,51,,1.000,,,,,6,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8268062,6,Drew Kron,,,So,OF,6-1,,15082,25,11,28,,30,2,0.933,,,,,,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8271490,22,Ian Cooke,,,Jr,P,6-1,,15082,17,10,2,5,8,1,0.875,,,8,2,1,,6.500
2024,2023-24,MBA,164,UConn,1,I,Big East,8276405,4,Korey Morton,,,Sr,OF,6-1,,15082,60,60,117,1,120,2,0.983,,,,,,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8276438,24,Michael Quigley,,,Jr,P,5-11,R/R,15082,3,0,,,0,,,,,,,,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8264945,1,Bryan Padilla,,,Sr,INF,5-10,,15082,54,52,96,105,207,6,0.971,,,,,26,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8264995,15,Hector Alejandro,,,Sr,P,6-1,,15082,6,0,,1,1,,1.000,,,,,,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8269830,27,Joe Carrea,,,Jr,P,6-2,,15082,17,0,,2,3,1,0.667,,,1,,,,1.000
2024,2023-24,MBA,164,UConn,1,I,Big East,8285057,34,Brady Afthim,,,Jr,P,6-0,,15082,22,0,,2,2,,1.000,,,5,1,,,3.000
2024,2023-24,MBA,164,UConn,1,I,Big East,8286605,43,Maddix Dalena,,,So,1B,6-3,,15082,55,54,339,19,364,6,0.984,,,,,30,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8280478,25,Thomas Ellisen,,,Jr,P,6-4,,15082,18,0,1,5,7,1,0.857,,,4,1,,,1.000
2024,2023-24,MBA,164,UConn,1,I,Big East,8283183,18,Jack Sullivan,,,Jr,P,6-0,,15082,16,0,1,1,2,,1.000,,,2,,,,2.000
2024,2023-24,MBA,164,UConn,1,I,Big East,8280116,40,Braden Quinn,,,Jr,P,6-3,,15082,29,0,,6,7,1,0.857,,,3,1,,,1.000
2024,2023-24,MBA,164,UConn,1,I,Big East,8420126,44,Ben Schild,,,Fr,P,6-2,-/R,15082,8,4,,1,1,,1.000,,,6,1,,,3.000
2024,2023-24,MBA,164,UConn,1,I,Big East,8420132,37,Matt Malcom,,,Sr,C,5-8,R/R,15082,35,25,88,2,91,1,0.989,,3,5,1,,,5.000
2024,2023-24,MBA,164,UConn,1,I,Big East,8420140,13,Charlie West,,,Fr,P,5-11,-/L,15082,7,0,,,0,,,,,,,,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8420136,32,Tyler Minick,,,Fr,INF,6-0,R/R,15082,42,35,11,24,37,2,0.946,,,,,2,,
2024,2023-24,MBA,164,UConn,1,I,Big East,8420125,45,Tommy Turner,,,Fr,P,6-0,-/R,15082,5,0,,,0,,,,,1,,,,1.000
2024,2023-24,MBA,164,UConn,1,I,Big East,8420144,12,Sean Finn,,,Fr,P,5-9,R/R,15082,10,0,,,0,,,,,,1,,,
