season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2023,2022-23,MBA,297,Illinois Col.,3,III,MWC,7820844,8,Connor Hennemann,,,So,INF,6-1,R/R,15002,32,31,41,84,132,7,0.947,,,,,12,,
2023,2022-23,MBA,297,Illinois Col.,3,III,MWC,7820845,33,Branson Shaw,,,So,P,5-11,R/R,15002,9,9,3,7,12,2,0.833,,,13,3,,,1.000
2023,2022-23,MBA,297,Illinois Col.,3,III,MWC,7820847,40,Ben Jarboe,,,Jr,P,6-3,R/R,15002,16,0,3,4,10,3,0.700,,,4,,2,,1.000
2023,2022-23,MBA,297,Illinois Col.,3,III,MWC,7820848,23,Caleb Uselton,,,Sr,3B,5-9,R/R,15002,37,37,20,75,113,18,0.841,,,,,3,,
2023,2022-23,MBA,297,Illinois Col.,3,III,MWC,7820850,18,Scott Huckabay,,,Sr,OF,6-0,R/R,15002,2,1,,,0,,,,,,,,,
2023,2022-23,MBA,297,Illinois Col.,3,III,MWC,7820851,28,Jayden Kasai,,,Sr,C,6-0,R/R,15002,24,2,6,,6,,1.000,,,,,,,
2023,2022-23,MBA,297,Illinois Col.,3,III,MWC,7820856,2,Logan Schweigert,,,Jr,C,5-9,R/R,15002,34,31,213,38,252,1,0.996,,16,41,15,1,,1.000
2023,2022-23,MBA,297,Illinois Col.,3,III,MWC,7820858,35,Cullen McBride,,,Sr,P,6-0,R/R,15002,14,14,10,,10,,1.000,,,,,,,
2023,2022-23,MBA,297,Illinois Col.,3,III,MWC,7820859,19,Tyler Jowett,,,Sr,P,6-7,R/R,15002,5,0,,,0,,,,,2,,,,
2023,2022-23,MBA,297,Illinois Col.,3,III,MWC,7820860,7,Jared Dorfman,,,Sr,OF,5-9,R/R,15002,8,1,1,,2,1,0.500,,,,,,,
