season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2023,2022-23,MBA,629,San Francisco,1,I,WCC,8011059,23,AC Cabrera,,,Fr,UT,5-10,R/R,15002,8,0,1,,1,,1.000,,,,,,,
2023,2022-23,MBA,629,San Francisco,1,I,WCC,8011063,32,TJ Rogers,,,So,INF,6-2,R/R,15002,12,12,14,39,58,5,0.914,,,,,8,,
2023,2022-23,MBA,629,San Francisco,1,I,WCC,8011065,40,Gabriel Barrett,,,Fr,P,6-0,R/R,15002,19,2,1,4,6,1,0.833,,,4,,,,
2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830459,43,Kai Burdick,,,So,P,6-10,R/R,15002,6,0,,1,1,,1.000,,,2,,,,
2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830461,20,Will Hearn,,,Sr,P,6-4,L/L,15002,12,2,,1,1,,1.000,,,4,1,,,
2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830462,25,Lane Oliphant,,,Jr,C,5-11,R/R,15002,12,7,47,6,53,,1.000,,3,4,3,,,
2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830465,35,Matthew McConnell,,,Sr,P,6-1,R/R,15002,21,1,1,4,6,1,0.833,,,2,3,,,
2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830466,45,Kaleb Woltz,,,Jr,P,6-2,-/R,15002,8,1,,1,2,1,0.500,,,1,,,,
2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830467,2,Mario DeMera,,,Jr,INF,6-1,R/R,15002,47,47,47,129,185,9,0.951,,,,,18,,
2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830468,3,Tyler Martinez,,,Sr,OF,5-10,R/R,15002,30,25,30,1,31,,1.000,,,,,,,
2023,2022-23,MBA,629,San Francisco,1,I,WCC,7830469,7,Christian Stapleton,,,Sr,INF,6-3,L/R,15002,44,41,214,15,230,1,0.996,,,,,21,,
