season,season_name,sport_id,school_id,school_name,ncaa_division,ncaa_division_formatted,team_conference_name,player_id,player_jersey_number,player_full_name,player_last_name,player_first_name,player_class,player_position,player_height,player_bats_throws,stat_id,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_FLD%,fielding_CI,fielding_PB,fielding_SBA,fielding_CS,fielding_DP,fielding_TP,fielding_SB%
2023,2022-23,MBA,222,FDU,1,I,NEC,8010217,8,JR Bozek,,,Fr,INF,5-11,R/R,15002,10,3,6,6,14,2,0.857,,,,,1,,
2023,2022-23,MBA,222,FDU,1,I,NEC,8009470,1,Franklin Gomez Jr.,,,Fr,INF,5-11,R/R,15002,15,7,1,4,6,1,0.833,,,,,,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826350,16,Lucas Prokosch,,,Jr,P,6-0,L/R,15002,4,0,,,0,,,,,,,,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826351,2,Hunter D'Amato,,,Jr,INF,5-11,B/R,15002,53,53,48,77,137,12,0.912,,,,,8,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826354,12,Justin Sierra,,,Sr,OF,6-0,R/R,15002,51,51,109,4,116,3,0.974,,,,,,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826356,36,Ethan Rembish,,,Jr,P,5-10,R/R,15002,11,10,2,3,5,,1.000,,,5,4,,,1.000
2023,2022-23,MBA,222,FDU,1,I,NEC,7826358,27,TJ Werner,,,Jr,INF,5-6,R/R,15002,45,42,75,125,204,4,0.980,,,,,29,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826359,34,Jude Baxt,,,Jr,P,6-0,R/R,15002,9,7,3,4,7,,1.000,,,1,1,,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826360,17,Tommy Verga,,,Jr,INF,5-11,R/R,15002,18,10,72,3,78,3,0.962,,,,,6,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826361,6,Joan Sosa,,,Jr,SS,5-8,R/R,15002,52,52,86,141,246,19,0.923,,,,,32,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826362,4,Zack Will,,,Jr,UT,5-7,R/R,15002,16,7,6,10,17,1,0.941,,,,,,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826365,14,Jake Simon,,,Sr,P,5-9,R/R,15002,4,0,,,0,,,,,3,,,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826366,9,Brelon Harden,,,Jr,INF,5-11,R/R,15002,32,29,50,2,52,,1.000,,,,,,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826369,35,Devin Pelletier,,,So,INF,5-10,L/R,15002,15,4,33,,33,,1.000,,,,,4,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826370,37,Thomas Spiwak,,,So,P,6-0,R/R,15002,4,0,,,0,,,,,1,,,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826372,40,Ian Barrett,,,Jr,P,6-0,R/R,15002,16,1,2,6,10,2,0.800,,,5,1,,,2.000
2023,2022-23,MBA,222,FDU,1,I,NEC,7826374,33,Luke Cantwell,,,So,INF,6-0,L/R,15002,51,48,264,17,283,2,0.993,,,,,29,,
2023,2022-23,MBA,222,FDU,1,I,NEC,7826376,41,Rich Racobaldo,,,Sr,P,6-3,R/R,15002,14,14,4,4,10,2,0.800,,,16,4,,,0.500
2023,2022-23,MBA,222,FDU,1,I,NEC,8010277,44,Evan Stewart,,,Sr,P,6-1,R/R,15002,15,0,,2,2,,1.000,,,1,2,,,
2023,2022-23,MBA,222,FDU,1,I,NEC,8010229,24,Nicholas Feretic,,,Jr,P,5-11,R/R,15002,15,4,2,5,10,3,0.700,,,8,3,,,
2023,2022-23,MBA,222,FDU,1,I,NEC,8010230,26,Maximus D'Alessandro,,,Fr,OF,6-1,R/R,15002,8,1,2,,2,,1.000,,,,,,,
2023,2022-23,MBA,222,FDU,1,I,NEC,8010234,38,Shane Hewlette,,,Jr,OF,6-4,R/R,15002,7,3,5,,5,,1.000,,,,,,,
2023,2022-23,MBA,222,FDU,1,I,NEC,8009472,3,Jeremy Cheeseman,,,Fr,P,6-1,L/R,15002,17,11,7,4,11,,1.000,,,2,1,2,,
