game_id,away_team_id,away_team_name,home_team_id,home_team_name,batting_team,inning,top_bot,event_text,event_num,game_datetime,stadium_name,attendance,sport_id,season,game_date
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,1,top,HALE walked (3-2 BFBFBB).,1,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,1,top,"KLEIMAN homered to left center, 2 RBI (0-0)3a HALE scored.",2,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,1,top,ZIRWAS doubled to left field (3-2 SBFBB).,3,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,1,top,JELLISON hit by pitch (1-2 KFBFF).,4,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,1,top,ZUCCARO flied out to rf (3-2 KBBBF)3a ZIRWAS advanced to third.,5,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,1,top,"HUGO singled up the middle, RBI (1-2 KFB)3a JELLISON advanced to second3a ZIRWAS scored.",6,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,1,top,TRAVIS hit by pitch (1-1 SB)3a HUGO advanced to second3a JELLISON advanced to third.,7,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,1,top,STECKO struck out swinging (0-2 KSS).,8,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,1,top,VANCE flied out to cf (0-0).,9,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596457,1,bot,"ALLEN, Zeb flied out to cf (0-1 K).",10,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596457,1,bot,"MOSENI, Keon grounded out to 2b (1-0 B).",11,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596457,1,bot,"NEGRE, Natha flied out to rf (1-2 BKFF).",12,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,2,top,HALE grounded out to 1b unassisted (0-0).,13,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,2,top,"KLEIMAN struck out swinging, grounded out to c unassisted (1-2 KFBS).",14,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,2,top,ZIRWAS grounded out to 2b (0-1 K).,15,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596457,2,bot,CERMENELLI doubled down the rf line (0-0).,16,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596457,2,bot,"SHIPLEY, Cas reached on a fielder's choice (2-2 BKSBF)3a CERMENELLI out at second ss to 3b to ss.",17,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596457,2,bot,"REYNOLDS, Sa singled to pitcher (1-2 BKK)3a SHIPLEY, Cas advanced to second.",18,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596457,2,bot,"REYNOLDS, Sa advanced to second on a balk3a SHIPLEY, Cas advanced to third.",19,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596457,2,bot,"SCHATTLE, Ja grounded out to 2b, RBI (1-2 BSSF)3a REYNOLDS, Sa advanced to third3a SHIPLEY, Cas scored.",20,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596457,2,bot,"TRACY, Owen doubled down the lf line, RBI (0-0)3a REYNOLDS, Sa scored.",21,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596457,2,bot,"FRENCH, Blai grounded out to ss (0-1 F).",22,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,3,top,JELLISON singled to right center (0-1 F).,23,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,3,top,ZUCCARO reached on a fielder's choice (2-0 BB)3a JELLISON out at second ss to 2b.,24,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,3,top,HUGO flied out to rf down the rf line (2-1 BBF).,25,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,3,top,TRAVIS singled to second base (0-0)3a ZUCCARO advanced to second.,26,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,3,top,STECKO hit by pitch (0-1 K)3a TRAVIS advanced to second3a ZUCCARO advanced to third.,27,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,3,top,"VANCE singled to third base, RBI (0-2 KS)3a STECKO advanced to second3a TRAVIS advanced to third3a ZUCCARO scored.",28,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596539,3,top,HALE struck out swinging (0-2 KFK).,29,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596457,3,bot,"ALLEN, Zeb singled to third base, bunt (1-1 BS).",30,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
6300895,596539,Eastern Mich. Eagles,596457,Central Ark. Bears,596457,3,bot,"ALLEN, Zeb stole second.",31,2025-02-24 00:00:00-05:00,"Bear Stadium (Conway, AR)",312,MBA,2025,2025-02-24
