season,sport_id,game_datetime,game_id,team_id,player_id,player_jersey_number,player_full_name,player_positions,batting_G,batting_GS,batting_R,batting_AB,batting_H,batting_2B,batting_3B,batting_TB,batting_HR,batting_RBI,batting_BB,batting_HBP,batting_SF,batting_SH,batting_SO,batting_OPP_DP,batting_CS,batting_PK,batting_SB,batting_IBB,batting_KL,pitching_GP,pitching_GS,pitching_IP,pitching_IP_str,pitching_H,pitching_R,pitching_ER,pitching_BB,pitching_SO,pitching_BF,pitching_2B,pitching_3B,pitching_BK,pitching_HR,pitching_WP,pitching_HBP,pitching_IBB,pitching_IR,pitching_IRS,pitching_SH,pitching_SF,pitching_KL,pitching_TUER,pitching_PK,pitching_order_appeared,fielding_G,fielding_GS,fielding_PO,fielding_A,fielding_TC,fielding_E,fielding_CI,fielding_PB,fielding_SBA,fielding_CSB,fielding_IDP,fielding_TP,fielding_SBA%,stadium_name,attendance,away_team_id,home_team_id,away_team_name,home_team_name
2026,MBA,2026-03-04T09:15:00-05:00,6500666,615334,10003670,33.0,Matthew Furtado,3B,1,1,0,4,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0.0,"Orlando, FL",118,615142,615334,Allegheny Gators,Rose-Hulman Fightin' Engineers
2026,MBA,2026-03-04T09:15:00-05:00,6500666,615334,10003671,19.0,Nathan Gorecki,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,2,2,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Orlando, FL",118,615142,615334,Allegheny Gators,Rose-Hulman Fightin' Engineers
2026,MBA,2026-03-04T09:15:00-05:00,6500666,615334,10003673,7.0,Michael Hines,SS,1,1,1,5,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,1,0,0,0,0,0,0,0.0,"Orlando, FL",118,615142,615334,Allegheny Gators,Rose-Hulman Fightin' Engineers
2026,MBA,2026-03-04T09:15:00-05:00,6500666,615334,10003686,34.0,Noah Rasmussen,2B,1,1,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,0,0,0,0,0,0,0,0.0,"Orlando, FL",118,615142,615334,Allegheny Gators,Rose-Hulman Fightin' Engineers
2026,MBA,2026-03-04T10:00:00-05:00,6525064,614908,9678472,8.0,Steven Mann,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.667,0.2,1,2,2,1,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,"Winter Haven, FL",88,614969,614908,Sioux Falls Cougars,Wilmington (DE) Wildcats
2026,MBA,2026-03-04T10:00:00-05:00,6525064,614908,9681064,5.0,Garrett Quinn,SS,1,1,0,3,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,0,0,0,0,0,1,0,0.0,"Winter Haven, FL",88,614969,614908,Sioux Falls Cougars,Wilmington (DE) Wildcats
2026,MBA,2026-03-04T10:00:00-05:00,6525064,614908,9681979,18.0,Zach Frame,CF,1,1,1,3,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,0,0,0,0,0,0.0,"Winter Haven, FL",88,614969,614908,Sioux Falls Cougars,Wilmington (DE) Wildcats
2026,MBA,2026-03-04T10:00:00-05:00,6525064,614908,9685461,24.0,Jordan Santiago,C,1,1,0,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1,11,0,0,0,5,1,0,0,0.833,"Winter Haven, FL",88,614969,614908,Sioux Falls Cougars,Wilmington (DE) Wildcats
2026,MBA,2026-03-04T10:00:00-05:00,6525064,614908,9688650,12.0,Justin Hernandez,3B,1,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0.0,"Winter Haven, FL",88,614969,614908,Sioux Falls Cougars,Wilmington (DE) Wildcats
2026,MBA,2026-03-04T10:00:00-05:00,6525064,614908,9691843,7.0,Brandon Grygo,RF,1,1,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,"Winter Haven, FL",88,614969,614908,Sioux Falls Cougars,Wilmington (DE) Wildcats
